Player ID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Cro,Dri,Fre,Fin,Fir,Fla,Lon,OtB,Pas,Vis,Acc,Ant,Hea,Jum,Mar,Pac,Pos,Sta,Str,Tck,Agi,Bal,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Ref,TRO,Pun,Thr,Agg,Bra,Cmp,Cnt,Dec,Det,Ldr,Tea,Wor,Cor,L Th,Pen,Tec,Best Pos,Best Role,Best Duty,Agreed Playing Time,F/PT,Wage,Expires
664,Vernon Masara,ST (C),Burnley,ENG,167 cm,60 kg,19,120000.0,5,11,5,13,12,13,6,10,5,6,9,11,13,3,3,11,6,6,5,1,12,6,2,3,3,3,1,2,3,1,3,2,3,7,7,7,6,9,6,13,5,6,5,1,8,13,ST (C),Poacher,Attack,Youngster,Full Time,350.0,30/6/2024
665,Joshua Maskall,M/AM (R),Stoke,ENG,167 cm,55 kg,18,50000.0,12,8,6,8,13,7,6,11,9,7,8,5,6,6,6,6,5,8,2,5,10,9,3,3,4,1,3,1,1,3,3,2,1,12,7,8,7,6,7,6,7,10,9,6,4,9,"M/AM (RL), ST (RL)",Winger,Support,Youngster,Youth Contract,250.0,30/6/2024
666,Erhan MaÅ¡oviÄ,"D (C), DM, M (C)",Bochum,SRB,189 cm,82 kg,26,4800000.0,7,8,5,7,11,7,7,9,12,11,12,13,14,13,13,14,14,13,13,15,11,13,3,2,2,3,1,1,1,3,1,2,4,16,16,12,13,13,15,10,16,14,3,8,8,11,"DM, M (C)",Ball Winning Midfielder,Defend,Important Player,Full Time,27000.0,30/6/2024
667,Zavier Massiah-Edwards,ST (C),Watford,ENG,161 cm,54 kg,18,70000.0,4,13,2,13,13,11,6,13,6,6,13,9,12,1,5,12,5,3,4,1,8,6,2,3,1,2,3,1,2,3,3,2,1,5,7,11,5,7,12,10,5,6,4,1,9,9,ST (C),Poacher,Attack,Youngster,Full Time,250.0,30/6/2025
668,Jean-Philippe Mateta,ST (C),Crystal Palace,FRA,192 cm,88 kg,28,27000000.0,9,14,9,15,14,14,12,14,11,11,15,13,15,17,9,14,12,12,16,9,14,14,2,3,3,3,2,1,1,2,3,1,3,12,13,13,11,13,12,8,14,15,8,5,13,14,ST (C),Complete Forward,Attack,Important Player,Full Time,58000.0,30/6/2024
669,Jay Matete,"DM, M (C)",Sunderland,ENG,173 cm,71 kg,24,425000.0,7,11,5,8,9,12,6,10,12,11,13,11,7,8,12,11,12,15,12,13,14,12,1,3,1,3,2,2,1,1,3,1,1,14,13,11,13,11,15,9,13,15,5,3,8,13,"DM, M (C)",Ball Winning Midfielder,Defend,Fringe Player,Full Time,4100.0,30/6/2024
670,Remi Matthews,GK,Crystal Palace,ENG,190 cm,78 kg,31,85000.0,2,3,2,1,8,1,3,5,5,9,8,10,6,15,1,9,12,14,13,3,12,11,14,11,11,10,11,13,12,11,12,13,11,7,12,12,9,11,9,9,12,9,3,2,3,10,GK,Goalkeeper,Defend,Backup,Full Time,8750.0,30/6/2025
671,Jamie Mauge,"AM (C), ST (C)",Ipswich Town,ENG,188 cm,72 kg,18,65000.0,5,7,1,7,8,7,7,7,7,4,9,6,6,13,3,12,6,5,5,1,11,14,2,2,2,1,1,1,1,3,3,1,1,15,13,7,5,12,4,9,5,5,4,4,5,7,ST (C),Target Forward,Support,Youngster,Youth Contract,250.0,30/6/2024
672,Mauro JÃºnior,"D (L), WB (RL), M (L), AM (LC)",PSV Eindhoven,BRA,171 cm,62 kg,26,12500000.0,10,14,9,9,14,14,13,15,12,14,12,12,7,9,9,13,12,12,7,9,13,14,2,2,3,1,3,3,2,3,3,2,3,13,9,12,11,13,12,7,15,14,5,11,11,16,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Support,Regular Starter,Full Time,5750.0,30/6/2027
673,Noah MawÃ©nÃ©,"DM, M/AM (C)",Preston,ENG,187 cm,80 kg,20,850000.0,5,9,7,10,14,15,10,9,11,9,12,8,7,13,7,7,10,9,8,9,10,8,1,2,1,2,3,2,3,2,3,2,3,12,5,9,9,14,14,2,8,12,7,1,3,11,AM (C),Central Midfielder,Support,Breakthrough Prospect,Full Time,575.0,30/6/2024
674,Theo MawÃ©nÃ©,"D (C), WB (RL), M (C)",Brentford,ENG,184 cm,70 kg,17,40000.0,9,6,3,3,10,5,1,4,9,8,7,6,8,11,5,9,8,13,5,11,10,7,2,3,1,3,1,1,1,2,4,2,2,13,7,8,7,10,3,1,7,9,5,6,2,8,"DM, M (C)",Central Defender,Defend,Youngster,Youth Contract,250.0,30/6/2025
675,Rashane Maxwell,D (L),Oxford United,ENG,185 cm,73 kg,20,24000.0,8,1,1,2,6,5,1,4,5,3,13,5,5,7,11,10,5,8,3,7,10,5,1,3,3,2,4,1,2,1,1,3,1,9,7,5,4,10,3,10,5,5,3,1,2,3,D (RL),Full-Back,Defend,Youngster,Full Time,350.0,30/6/2024
676,Ezra Mayers,D (LC),West Ham,ENG,181 cm,72 kg,18,450000.0,11,3,4,2,9,5,7,4,7,5,12,7,9,7,14,10,11,7,6,14,9,8,1,2,2,3,2,1,2,3,2,2,1,11,9,4,10,14,7,11,7,8,7,4,4,6,D (RL),Central Defender,Defend,Youngster,Full Time,1200.0,30/6/2024
677,Ashley Maynard-Brewer,GK,Charlton,AUS,188 cm,76 kg,26,130000.0,1,3,6,3,2,7,3,3,10,10,10,10,2,14,1,10,12,11,12,2,12,11,12,10,10,11,12,9,12,13,10,9,11,12,13,10,11,10,7,9,11,10,5,3,2,7,GK,Goalkeeper,Defend,Backup,Full Time,3500.0,30/6/2024
678,Brad Mayo,GK,Birmingham,ENG,181 cm,76 kg,20,65000.0,3,1,6,3,9,1,2,2,12,8,9,10,7,10,3,9,9,10,9,3,11,10,10,9,8,7,10,9,9,10,9,8,9,12,9,7,9,10,6,13,9,9,3,3,1,5,GK,Sweeper Keeper,Defend,Future Prospect,Full Time,475.0,30/6/2024
679,Borja Mayoral,ST (C),Getafe,ESP,182 cm,74 kg,28,13500000.0,10,13,8,16,15,13,12,16,12,12,12,15,12,11,6,13,7,14,13,7,12,14,1,2,2,1,2,3,4,3,3,2,1,16,14,14,14,13,16,9,13,13,6,4,14,14,ST (C),Advanced Forward,Attack,Important Player,Full Time,105000.0,30/6/2025
680,Menzi Mazwi,M/AM (L),Birmingham,ENG,170 cm,65 kg,19,90000.0,14,8,8,14,9,5,6,7,9,9,9,11,8,6,7,9,8,9,4,7,10,4,3,1,2,3,2,2,2,3,3,2,2,14,8,8,6,8,4,12,10,14,10,7,4,8,M (RL),Defensive Winger,Support,Youngster,Full Time,675.0,30/6/2024
681,Luke Mbete,D (C),Man City,ENG,185 cm,82 kg,21,275000.0,5,6,8,6,12,5,5,10,11,13,13,10,12,14,11,12,11,13,13,12,9,13,1,2,4,1,4,3,3,1,2,2,3,10,13,12,10,10,11,8,13,11,5,8,2,12,D (C),Central Defender,Defend,Youngster,Full Time,8750.0,30/6/2025
682,Niall McAndrew,"M (C), AM (RLC)",Derby County,IRL,186 cm,73 kg,18,110000.0,6,7,1,7,11,12,4,10,8,10,12,6,4,11,5,10,3,10,3,6,10,6,1,3,1,3,2,3,1,3,3,3,2,12,6,4,6,12,11,1,6,11,4,4,3,9,M (C),Central Midfielder,Support,Youngster,Youth Contract,250.0,30/6/2024
683,Charlie McArthur,D (C),Newcastle,SCO,188 cm,78 kg,20,10500000.0,9,10,10,7,10,10,9,10,10,12,14,11,12,15,12,13,11,12,13,12,11,12,2,2,2,1,1,2,3,3,1,1,1,11,14,11,10,11,12,10,12,13,8,9,8,10,D (C),Wide Centre-Back,Defend,Breakthrough Prospect,Full Time,925.0,30/6/2024
684,Joseph McCallum,M/AM (R),Coventry,ENG,178 cm,63 kg,16,100000.0,11,7,2,9,13,13,6,10,7,7,13,6,4,7,3,10,2,7,4,2,11,6,4,3,2,1,4,1,3,3,3,1,1,9,5,5,5,6,13,9,6,9,6,2,4,12,"M/AM (RL), ST (RL)",Winger,Attack,Youngster,Youth Contract,250.0,30/6/2025
685,Noah McCann,D (C),QPR,SCO,186 cm,76 kg,19,40000.0,1,1,1,1,5,5,3,2,5,1,10,10,9,8,13,9,10,6,4,13,7,5,1,3,3,3,2,2,1,3,3,2,3,7,7,5,5,13,11,4,4,5,1,1,1,3,D (C),Central Defender,Cover,Youngster,Full Time,300.0,30/6/2024
686,Alex McCarthy,GK,Southampton,ENG,194 cm,79 kg,35,850000.0,1,2,2,3,10,3,2,7,8,9,9,13,5,17,1,9,15,13,15,1,13,12,14,13,13,5,14,14,14,13,11,15,11,7,12,9,10,11,15,7,12,11,3,1,2,10,GK,Goalkeeper,Defend,Backup,Full Time,46500.0,30/6/2024
687,Blaine McClure,"DM, M (C)",Nottm Forest,NIR,172 cm,67 kg,18,45000.0,1,3,5,6,13,5,5,5,11,9,9,7,5,7,6,10,4,8,4,11,10,6,3,2,1,2,2,4,1,1,1,1,1,9,6,4,6,9,16,10,7,12,5,1,3,9,M (C),Central Midfielder,Support,-,Youth Contract,35.0,30/6/2024
688,George McCormick,D (LC),Middlesbrough,ENG,176 cm,69 kg,20,75000.0,11,7,5,5,7,5,4,4,8,5,11,7,6,6,6,12,11,8,6,8,14,3,2,2,3,3,3,2,4,2,1,1,1,13,8,8,8,14,1,7,7,8,6,6,5,8,D (RL),Central Defender,Defend,Youngster,Full Time,250.0,30/6/2024
689,Adam McCoy,M (C),Burnley,ENG,172 cm,64 kg,18,30000.0,3,4,4,3,12,5,5,5,13,7,13,6,4,6,4,10,4,5,6,4,8,5,3,1,1,3,3,3,2,1,1,1,1,11,6,4,5,13,5,1,6,10,4,1,1,7,M (C),Central Midfielder,Support,Youngster,Youth Contract,250.0,30/6/2024
690,Jack McEvilly,WB (L),Burnley,ENG,179 cm,68 kg,18,60000.0,13,8,5,3,8,8,1,7,7,8,13,6,7,10,6,11,7,6,6,6,10,4,2,2,3,2,2,1,1,3,3,1,3,8,6,6,8,9,15,8,8,8,7,7,1,10,D/WB (RL),Wing-Back,Attack,Youngster,Full Time,575.0,30/6/2024
691,Riley McGree,"M (C), AM (LC)",Middlesbrough,AUS,178 cm,72 kg,26,10000000.0,12,13,10,13,13,13,12,14,13,14,11,13,8,9,8,12,12,14,11,8,13,13,1,2,1,1,1,1,1,3,3,1,1,9,14,14,12,14,11,7,14,13,11,5,9,14,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Support,Regular Starter,Full Time,17500.0,30/6/2026
692,Richard McIntyre,D (L),Oxford United,ENG,169 cm,61 kg,18,14000.0,8,4,1,1,9,5,1,2,5,3,7,4,6,7,6,11,8,7,3,8,10,6,2,3,1,2,4,4,3,3,3,4,2,12,7,2,5,14,16,11,6,6,4,1,1,5,D (RL),Full-Back,Defend,Youngster,Youth Contract,65.0,30/6/2024
693,Weston McKennie,"WB (R), M (RC)",Juventus,USA,185 cm,84 kg,26,25000000.0,13,13,7,11,12,12,10,15,13,13,14,15,16,14,10,13,13,16,16,15,12,16,3,1,3,3,2,1,2,1,2,2,4,15,17,14,10,11,17,13,16,16,7,19,8,12,"DM, M (C)",Ball Winning Midfielder,Defend,Regular Starter,Full Time,71000.0,30/6/2024
694,Conor McLeod,"M (R), AM (RC)",Wolves,ENG,179 cm,67 kg,18,80000.0,5,13,5,7,6,10,3,5,7,7,13,5,3,4,4,13,6,5,4,6,13,6,4,3,1,1,4,4,3,3,3,3,3,13,3,5,6,3,11,10,7,10,3,3,5,7,"M/AM (RL), ST (RL)",Winger,Support,Youngster,Full Time,575.0,30/6/2024
695,Harrison McMahon,"DM, M/AM (C)",Chelsea,ENG,173 cm,57 kg,19,600000.0,9,13,9,8,12,7,7,10,10,10,13,12,4,3,5,12,9,9,6,6,8,6,1,1,2,2,1,3,3,2,2,4,3,5,7,11,6,8,10,6,12,13,10,3,8,12,M (C),Mezzala,Support,Youngster,Full Time,2900.0,30/6/2024
696,Alfie McNally,GK,Fulham,ENG,182 cm,73 kg,20,400000.0,1,3,5,2,3,1,1,1,6,5,10,10,1,8,3,9,10,5,4,3,15,6,5,9,8,5,10,7,9,12,9,5,6,10,11,3,8,12,18,9,6,5,3,2,2,1,GK,Sweeper Keeper,Defend,Future Prospect,Full Time,575.0,30/6/2024
697,Danny McNamara,"D (RC), WB (R)",Millwall,IRL,181 cm,69 kg,26,1400000.0,12,12,4,6,12,12,8,12,12,13,13,15,11,9,13,11,12,12,11,12,13,11,1,3,2,2,3,3,1,1,1,3,3,10,11,12,10,12,14,9,13,13,5,8,5,11,D/WB (RL),Wing-Back,Defend,Squad Player,Full Time,12750.0,30/6/2024
698,Ashton McWilliams,D/WB (R),Aston Villa,ENG,181 cm,68 kg,17,180000.0,12,8,4,5,10,9,5,7,9,6,13,6,8,9,8,10,6,6,8,10,10,8,3,3,3,3,2,3,2,3,1,3,2,5,9,6,7,15,14,1,9,9,7,4,3,8,D/WB (RL),Inverted Wing-Back,Support,Youngster,Youth Contract,250.0,30/6/2025
699,Jaden Mears,D (R),Stoke,ENG,176 cm,67 kg,20,8000.0,7,1,1,1,7,5,1,5,5,6,7,4,5,8,9,8,7,10,2,11,10,6,2,3,2,1,3,2,2,3,3,3,3,11,7,6,5,12,8,1,7,12,3,5,1,6,D (RL),Full-Back,Defend,Youngster,Full Time,250.0,30/6/2024
700,Facundo Medina,D (C),Marseille,ARG,184 cm,78 kg,26,18500000.0,14,13,8,9,14,12,8,14,14,13,13,13,13,14,14,14,13,14,14,13,13,14,3,2,2,1,1,1,2,2,3,1,4,14,14,11,14,14,15,14,16,18,6,14,8,14,D (C),Wide Centre-Back,Defend,-,Full Time,36000.0,30/6/2026
701,Jethro Medine,M (C),West Ham,ENG,173 cm,59 kg,19,110000.0,5,6,7,8,9,5,9,9,9,5,9,10,5,4,10,13,7,8,6,10,13,8,2,2,2,1,3,1,2,3,4,4,1,15,9,6,9,5,15,9,14,11,7,1,2,9,"DM, M (C)",Ball Winning Midfielder,Defend,Youngster,Full Time,525.0,30/6/2024
702,Mehmet ReÃ§ber,ST (C),QPR,TUR,177 cm,68 kg,18,60000.0,2,10,1,12,11,7,4,8,3,5,12,6,5,5,1,11,3,9,4,3,12,4,3,3,1,3,1,1,2,2,3,1,3,15,5,9,1,9,8,1,3,4,3,2,7,6,ST (C),Poacher,Attack,Youngster,Youth Contract,250.0,30/6/2024
703,Brais MÃ©ndez,"M (C), AM (RC)",Real Sociedad,ESP,187 cm,76 kg,28,46000000.0,15,13,16,15,16,14,13,15,15,15,13,15,10,12,6,13,11,14,11,10,15,10,3,3,1,3,2,2,4,1,2,2,1,9,10,16,15,15,14,11,16,15,15,10,11,15,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Support,Regular Starter,Full Time,49000.0,30/6/2026
704,Rodrigo Mendoza,"DM, M (C)",Elche,ESP,175 cm,69 kg,20,1500000.0,7,8,8,6,12,5,7,9,12,10,14,7,8,6,10,13,6,11,7,11,14,9,1,2,3,3,4,1,4,2,3,2,2,10,9,9,4,14,14,8,9,13,5,5,6,11,M (C),Mezzala,Support,Future Prospect,Full Time,375.0,30/6/2024
705,Ferland Mendy,D/WB (L),Real Madrid,FRA,180 cm,73 kg,30,28000000.0,13,13,5,7,13,13,11,13,12,11,17,14,9,11,13,16,14,16,15,13,15,16,3,3,2,3,4,1,1,3,3,3,1,14,17,14,12,11,15,6,15,17,5,13,7,13,D/WB (RL),Wing-Back,Defend,Regular Starter,Full Time,235000.0,30/6/2026
706,Diego MenÃ©ndez,M (C),Real Oviedo,ESP,176 cm,68 kg,20,28000.0,7,3,7,7,12,5,12,10,10,14,8,5,3,7,11,13,9,10,7,5,13,8,2,1,3,2,2,1,3,2,3,2,2,5,7,7,7,11,4,3,8,11,7,1,1,7,"DM, M (C)",Central Midfielder,Support,Youngster,Full Time,300.0,30/6/2025
707,Gideon Mensah,D/WB (L),Auxerre,GHA,178 cm,64 kg,26,5800000.0,9,13,9,4,12,13,8,10,12,12,16,12,11,11,12,16,9,13,12,14,15,8,1,2,2,2,2,2,2,3,2,3,1,13,13,12,12,11,12,8,13,14,9,7,8,12,D/WB (RL),Wing-Back,Attack,Regular Starter,Full Time,16250.0,30/6/2024
708,Alex Meret,GK,Napoli,ITA,190 cm,80 kg,28,27000000.0,2,2,8,2,8,3,3,3,9,5,11,15,7,16,1,12,16,13,13,1,18,14,14,14,14,5,16,10,15,17,12,11,11,8,12,14,13,14,12,9,14,13,3,2,4,9,GK,Sweeper Keeper,Defend,First-Choice Goalkeeper,Full Time,83000.0,30/6/2025
709,Max Merrick,GK,Chelsea,ENG,187 cm,82 kg,19,550000.0,2,3,5,1,3,1,1,1,13,8,14,11,1,15,2,13,10,2,8,2,9,9,12,8,8,4,10,13,11,12,5,13,11,12,10,9,9,7,10,10,9,7,4,1,2,4,GK,Sweeper Keeper,Defend,Youngster,Full Time,2900.0,30/6/2026
710,Will Merry,"AM (RL), ST (C)",Southampton,ENG,187 cm,74 kg,19,75000.0,8,9,5,13,12,14,6,9,7,2,14,5,7,12,2,14,4,13,4,3,10,2,2,1,2,3,2,1,1,1,2,1,1,11,7,5,6,5,1,7,6,8,4,1,4,7,"AM (RL), ST (RL)",Inside Forward,Support,Youngster,Full Time,575.0,30/6/2024
711,Illan Meslier,GK,Leeds Utd,FRA,196 cm,74 kg,25,6800000.0,3,1,5,3,7,6,3,4,8,11,10,15,10,15,3,10,12,14,9,3,14,13,16,12,13,10,12,13,16,15,13,10,14,12,15,14,13,12,11,8,13,13,3,2,3,13,GK,Sweeper Keeper,Defend,Backup,Full Time,35000.0,30/6/2024
712,Ben Metcalf,GK,Sunderland,NIR,181 cm,82 kg,19,100000.0,1,1,2,1,2,1,1,1,9,6,11,6,1,8,2,12,6,1,7,3,6,7,12,8,9,5,11,7,8,9,12,9,9,6,8,5,13,14,7,9,7,5,2,3,2,4,GK,Goalkeeper,Defend,Youngster,Full Time,650.0,30/6/2024
713,Kevin Mfuamba,"DM, M (C)",West Brom,ENG,185 cm,79 kg,18,100000.0,1,10,5,9,13,5,7,6,8,5,9,4,8,10,6,9,4,13,11,9,8,13,3,3,1,1,1,3,2,1,3,2,3,15,10,9,5,9,15,1,7,14,5,1,5,13,"DM, M (C)",Ball Winning Midfielder,Support,Youngster,Full Time,250.0,30/6/2024
714,Stephen Mfuni,D (C),Man City,ENG,180 cm,69 kg,17,1200000.0,4,3,1,4,6,6,5,3,6,1,10,7,12,5,13,9,13,5,6,13,11,6,4,2,3,1,4,4,3,3,3,2,4,12,8,6,7,13,6,5,5,6,2,2,5,3,D (C),Central Defender,Defend,Youngster,Full Time,925.0,31/5/2026
715,Ben Middlemas,M/AM (RLC),Sunderland,ENG,176 cm,64 kg,20,275000.0,7,11,8,8,10,11,10,10,11,7,9,9,5,8,9,10,8,9,6,7,9,11,1,2,3,4,2,1,1,3,3,1,3,6,4,10,9,15,8,11,8,9,9,2,2,10,AM (C),Central Midfielder,Support,Youngster,Full Time,575.0,30/6/2024
716,Vanja MilinkoviÄ-SaviÄ,GK,Napoli,SRB,202 cm,92 kg,28,8800000.0,3,2,16,2,10,8,14,7,9,9,12,11,9,17,2,10,11,13,12,2,13,11,15,14,14,14,15,16,13,15,12,11,12,11,13,10,12,13,16,14,11,11,11,2,3,8,GK,Goalkeeper,Defend,-,Full Time,29000.0,30/6/2024
717,Luis Milla,"DM, M (C)",Getafe,ESP,175 cm,68 kg,30,7800000.0,12,12,14,11,14,13,12,13,15,15,12,13,7,9,9,13,10,15,10,11,14,13,3,1,1,4,1,3,3,1,1,3,2,12,14,12,14,13,16,14,15,15,14,9,14,14,"DM, M (C)",Advanced Playmaker,Support,Regular Starter,Full Time,17500.0,30/6/2025
718,Harry Mills,D/WB/M/AM (L),Brighton,ENG,177 cm,67 kg,19,550000.0,12,12,3,9,11,7,4,10,12,9,13,6,7,6,8,12,5,6,6,13,12,11,2,3,1,1,3,2,1,2,2,4,4,7,8,9,8,14,18,12,12,11,7,7,4,8,"M/AM (RL), ST (RL)",Inverted Wing-Back,Support,Youngster,Full Time,650.0,30/6/2024
719,Takumi Minamino,AM (LC),Monaco,JPN,174 cm,68 kg,30,17000000.0,12,14,10,13,14,15,12,14,14,14,15,14,7,8,8,13,8,14,8,7,16,15,2,3,3,2,1,1,3,2,2,3,1,12,14,12,14,11,15,7,14,16,10,5,10,15,"M/AM (RL), ST (RL)",Winger,Support,Important Player,Full Time,87000.0,30/6/2025
720,Tyrone Mings,D (LC),Aston Villa,ENG,196 cm,78 kg,32,9800000.0,9,12,4,5,11,12,8,12,14,11,14,12,15,14,13,13,13,13,14,14,13,12,2,3,2,3,2,1,1,3,3,2,3,15,16,13,12,12,16,18,14,13,8,11,1,12,D (C),Wide Centre-Back,Defend,Squad Player,Full Time,115000.0,30/6/2025
721,Ãscar Mingueza,D (RC),Celta Vigo,ESP,184 cm,75 kg,26,11000000.0,13,12,6,8,12,7,10,11,13,13,13,14,14,13,13,14,14,14,13,15,12,14,2,1,3,1,2,2,3,1,2,1,2,13,15,14,12,12,15,13,15,16,5,11,5,13,D/WB (RL),Wing-Back,Defend,Important Player,Full Time,21000.0,30/6/2024
722,Rafa Mir,ST (C),Elche,ESP,186 cm,75 kg,28,4400000.0,10,12,7,13,13,12,14,13,12,9,13,13,15,15,6,15,8,14,15,6,11,14,2,3,1,1,2,2,2,4,3,3,2,10,14,12,11,12,12,10,10,10,5,7,15,12,ST (C),Target Forward,Support,-,Full Time,42000.0,30/6/2025
723,Jacopo Mirra,"D (C), DM",Roma,ITA,180 cm,73 kg,18,95000.0,2,1,5,2,8,5,6,5,11,4,5,8,10,6,12,6,11,8,6,12,7,6,3,2,3,2,3,3,2,2,2,2,2,15,6,7,4,14,6,5,5,7,5,3,1,7,D (C),Central Defender,Stopper,Youngster,Youth Contract,250.0,30/6/2024
724,Billy Mitchell,"DM, M (C)",Millwall,ENG,178 cm,75 kg,24,3100000.0,12,10,11,9,12,8,12,15,12,12,10,11,8,9,10,10,13,15,12,12,10,10,1,2,3,3,2,3,1,3,2,1,1,13,13,12,13,13,14,12,15,16,9,15,10,11,M (C),Box To Box Midfielder,Support,Regular Starter,Full Time,5750.0,30/6/2024
725,Tyrick Mitchell,D/WB (L),Crystal Palace,ENG,175 cm,66 kg,25,24000000.0,10,12,7,8,11,10,8,13,13,13,15,13,11,9,12,16,14,14,13,17,15,14,2,1,2,2,2,1,1,1,1,3,3,15,13,13,13,12,13,8,15,15,7,11,7,12,D/WB (RL),Wing-Back,Defend,Regular Starter,Full Time,46500.0,30/6/2025
726,Kaoru Mitoma,M/AM (L),Brighton,JPN,178 cm,72 kg,28,55000000.0,11,18,8,13,15,16,14,13,13,14,17,12,8,10,8,16,7,14,7,8,14,14,3,1,3,4,2,1,3,3,1,2,2,6,13,14,15,14,14,6,15,13,9,7,9,14,AM (L),Inside Forward,Support,Important Player,Full Time,93000.0,30/6/2025
727,Henrikh Mkhitaryan,"DM, M/AM (C)",Inter,ARM,177 cm,75 kg,36,425000.0,11,12,10,12,15,14,13,14,14,13,12,15,9,7,9,13,10,14,9,12,13,12,1,4,3,1,3,2,1,1,1,3,1,14,13,13,13,15,17,10,14,11,10,6,12,15,"M (C), AM (RLC), ST (RL)",Central Midfielder,Support,Fringe Player,Full Time,110000.0,30/6/2024
728,David Modupe,D (C),Nottm Forest,ENG,184 cm,71 kg,18,350000.0,6,3,3,3,7,5,6,4,7,3,8,11,8,6,14,9,11,12,4,10,13,7,3,3,3,1,3,1,2,1,1,2,3,10,8,7,6,14,10,9,6,7,3,3,1,5,D (C),Central Defender,Cover,Youngster,Youth Contract,250.0,30/6/2024
729,Jamal Mohammed,D (C),West Brom,ENG,186 cm,82 kg,19,275000.0,3,6,3,1,9,5,7,7,10,9,10,8,12,15,8,10,12,9,12,10,9,4,2,1,1,1,2,1,1,2,2,1,2,7,11,5,9,10,8,3,7,8,5,5,1,7,D (C),Central Defender,Defend,Youngster,Full Time,675.0,30/6/2024
730,Nahuel Molina,D/WB/M (R),AtlÃ©tico de Madrid,ARG,175 cm,70 kg,27,42000000.0,14,13,11,11,13,13,12,16,14,14,15,13,8,8,12,15,12,14,12,13,15,12,1,1,3,3,1,1,2,3,3,3,3,13,14,13,14,13,15,11,13,15,12,13,6,14,"M/AM (RL), ST (RL)",Complete Wing-Back,Support,Regular Starter,Full Time,22000.0,30/6/2025
731,Jayson Molumby,"DM, M (C)",West Brom,IRL,176 cm,64 kg,25,8000000.0,9,12,8,8,13,10,11,12,14,11,12,11,12,10,10,13,14,14,11,15,14,11,2,2,3,3,1,3,2,3,3,3,3,14,15,12,11,12,15,12,16,16,8,5,12,14,M (C),Box To Box Midfielder,Support,Regular Starter,Full Time,23500.0,30/6/2026
732,Jon Moncayola,"DM, M (C)",Osasuna,ESP,180 cm,73 kg,27,11500000.0,10,9,9,10,12,10,14,12,14,14,14,15,11,12,9,13,14,15,14,13,12,13,1,4,1,1,3,3,2,4,2,1,3,14,16,11,15,11,14,13,16,14,11,6,12,13,"DM, M (C)",Defensive Midfielder,Defend,Regular Starter,Full Time,22000.0,8/6/2029
733,Jeremy Monga,AM (L),Leicester,ENG,160 cm,50 kg,15,7000000.0,11,9,4,12,10,13,5,6,10,7,12,4,4,1,1,12,1,6,1,5,12,5,1,3,2,3,4,3,3,1,1,2,1,7,2,12,1,8,14,10,6,11,6,4,7,12,"M/AM (RL), ST (RL)",Winger,Support,Future Prospect,Youth Contract,250.0,30/6/2025
734,Ãlex Montero,M/AM (C),Celta Vigo,ESP,186 cm,72 kg,17,40000.0,2,7,5,10,13,13,11,6,9,12,13,3,5,10,6,11,7,8,3,5,9,6,2,2,1,3,1,2,1,1,3,1,2,8,7,6,4,11,11,5,6,11,5,1,5,13,M (C),Mezzala,Support,Youngster,Youth Contract,65.0,30/6/2026
735,Kristi Montgomery,"D/WB (R), DM, M (C)",Blackburn,SCO,176 cm,72 kg,21,65000.0,5,9,6,5,10,5,9,4,10,8,12,8,3,6,8,10,12,7,7,8,8,13,1,3,2,1,3,3,1,2,2,2,1,15,7,6,8,11,13,10,12,12,3,4,7,10,DM,Defensive Midfielder,Defend,Youngster,Full Time,1200.0,30/6/2024
736,Ethan Moore,M/AM (R),Sunderland,ENG,184 cm,79 kg,20,80000.0,9,13,8,7,9,7,8,12,8,9,11,5,8,9,4,11,8,9,10,3,9,6,3,2,4,3,1,3,4,1,3,2,2,11,4,7,9,10,14,9,9,11,8,8,5,7,"M/AM (RL), ST (RL)",Winger,Support,Youngster,Full Time,575.0,30/6/2024
737,Jayden Moore,D (C),Southampton,ENG,188 cm,74 kg,18,130000.0,1,1,1,1,4,5,2,1,4,3,11,8,12,7,12,7,12,2,3,6,9,4,3,3,2,1,2,2,2,3,2,2,1,7,6,4,7,12,16,10,3,4,1,1,2,1,D (C),Central Defender,Cover,Youngster,Full Time,575.0,30/6/2025
738,Calum Moreland,D (LC),Aston Villa,NIR,181 cm,73 kg,18,40000.0,7,5,2,1,10,7,4,6,7,8,10,10,10,9,10,8,7,9,5,16,10,9,2,2,3,3,3,1,2,2,3,1,2,13,9,9,10,9,12,1,8,9,5,5,2,8,D (RL),Central Defender,Defend,Youngster,Youth Contract,250.0,30/6/2024
739,Gerard Moreno,"AM (R), ST (C)",Villarreal,ESP,180 cm,77 kg,33,0.0,11,13,9,16,14,13,13,16,14,13,10,15,14,13,5,11,8,11,14,6,13,13,3,1,1,2,3,3,1,1,3,1,3,13,13,15,14,14,16,12,15,16,8,8,15,14,ST (C),Deep Lying Forward,Support,Important Player,Full Time,82000.0,30/6/2025
